"X","Y"
-72.9667739477009,98.700338543695
-32.9444382805377,27.9406239478029
55.9237850364298,-39.7051507941677
-32.9250757582486,1.70822986845735
-74.5894456747919,115.78043481159
34.1311622876674,-47.0231204261441
-20.4096120316535,49.8040363204503
-56.5193803515285,39.5911026682239
32.7950875740498,-43.4568221986504
-5.36251831799746,12.4691056593013
-10.1219624746591,-16.8152866554615
41.4873271249235,-36.1441107876385
-13.1501974537969,33.1077522861793
-78.9548934437335,120.786043900735
-83.6576192639768,114.616835024387
18.4728339780122,-52.8918740791252
-94.7459946852177,65.8240289286749
7.90798314847052,48.1010620035189
-30.9314917307347,38.4563797661562
63.0814617499709,-84.9622936864943
-23.0033252388239,101.614129196041
86.0738872084767,-140.081513180015
4.1111514903605,15.6696184934963
-10.6133061926812,36.7773161868513
-51.9064249936491,98.9998564647088
64.6164240315557,-102.863651550658
3.05235949344933,-18.469409925274
-45.4021309036762,23.1917683379188
78.752255346626,-72.5462349587457
-6.43052542582154,34.7203316478364
-89.5048615988344,91.4539148374807
-11.7404927499592,68.766164102085
-25.3508359193802,30.6620577624633
-77.9168032109737,91.4667010038846
-90.4110672418028,110.823684162872
-39.875867171213,8.91348874549237
65.5277004465461,-80.5116726368457
-85.2285312023014,153.180728972107
54.1171494871378,-162.85950016891
-68.0531544610858,100.762356765012
-29.1324700694531,58.9055271011917
52.8094661422074,-60.3928149334665
-72.4294042680413,111.15513263134
94.6634913794696,-108.378936606579
-38.0753009580076,69.2512619800525
65.718504274264,-66.4118992984207
48.1069072615355,-89.0569370690689
-49.5559755712748,93.2986072772221
38.5129655711353,-23.4198344051842
-60.3515390306711,123.543226501139
97.5699529517442,-127.30323599463
4.97425650246441,-16.9734473484021
-7.49513171613216,60.480506066543
-70.5878240056336,88.4751890102391
71.2744471151382,-104.409334359126
4.71576098352671,-33.5171787577575
76.4644120354205,-101.254146353787
56.6067048348486,-120.991150119699
-93.8210563268512,153.13660554437
-40.5925225000829,45.3985726993814
95.4647801350802,-118.522527337722
-43.022635160014,23.7654955788362
-50.6221834104508,118.749667177621
47.7826716378331,-35.626995198714
-60.7580998912454,102.938959047612
26.1659164912999,-24.8208901067615
-40.2253718581051,21.3396137290367
18.3364892378449,-12.626017977771
-52.8707670979202,67.8449539353161
-28.1608928460628,-4.26564820774994
-82.6874671503901,152.796927997802
-75.1270038541406,110.092208369791
8.90795481391251,21.2242220882372
-96.2152952793986,117.635948414123
-28.2786150462925,30.7203672847915
21.8401453923434,11.9852467548562
26.5249285381287,-40.4269752833002
-23.4278379473835,1.96573617495054
44.6444546803832,-35.1634586072768
-91.0003752913326,112.153823042202
94.3034848198295,-124.989796501333
-43.4320262167603,64.0129268449255
-32.0903148502111,53.7042551965002
32.0068037137389,-68.7686467892438
-30.9496593661606,128.181807031914
30.7144095189869,-22.1567523747991
-74.9894425272942,60.991469444122
20.437676133588,-26.5016575472507
-24.5829514693469,59.9098696259866
35.8058874029666,32.9253058246379
6.51626093313098,-35.9504643688288
8.33332557231188,-8.96786165760437
29.0011814795434,-7.37478319624235
5.27107301168144,20.9041421178937
-73.6981519497931,76.1230279503394
45.381050882861,-49.9387583504438
71.0907469503582,-175.573578471427
92.9447818081826,-142.343517391521
-50.4437283147126,49.5040727236818
26.7582716885954,2.43623230964058
-41.3079877384007,51.6708531146158
-51.5175324399024,69.8948131231608
59.7968033514917,-37.4423065672368
-7.85500942729414,-6.33738545189111
-92.8968275897205,117.895685524004
69.7583304252476,-54.4722518872582
-10.2405758108944,3.39234513239647
-63.5393318254501,127.617438980389
-65.5666846316308,76.5726633888691
48.0215940624475,-47.0770502125164
-67.3185655847192,131.074136075003
69.4126472342759,-94.3314505110764
34.5106950495392,-58.4741816177557
-34.00814156048,10.4620825408198
38.434152957052,-32.9342824010471
-64.3907456658781,70.9766679647775
5.99410654976964,-27.0393783042581
95.5087415408343,-91.6965347689438
-70.0650170911103,37.2797447990108
-53.5416149999946,118.467259299658
73.1196533888578,-139.797354589498
-96.5061028953642,154.601910201842
73.4908256679773,-88.7176447905504
96.7831391841173,-152.336345030727
-41.0042483825237,30.6742999068602
-15.3645628131926,17.7122065499526
-89.3678639549762,84.0087069016554
36.4037740509957,-66.8235554529476
-58.7789187207818,49.4998530983129
-31.8384332116693,133.591714715898
-56.5239733550698,50.4730165347636
87.1432942338288,-102.215310343068
-29.0829971898347,81.8737524986211
-17.4671113025397,49.1006846872749
-0.212972052395344,9.28725482674709
39.5863079000264,-62.3204508792782
-79.7319333534688,95.4710189570837
37.9865847993642,-79.497775935386
-21.5614783577621,56.724656796649
-22.4060021340847,76.0837233778488
80.9770528692752,-103.367532665958
-79.1695064865053,96.4572140306687
-92.815767461434,87.0978843980713
45.1801800634712,-83.5511448997547
96.543211909011,-110.101045741435
-81.5827243961394,139.606162104338
40.93232084997,-37.8442390114521
75.0550576485693,-77.7365448158974
94.526840467006,-92.2188229945778
-19.883687607944,44.0512948846121
53.8097673561424,-64.285456758605
-2.42658010683954,0.95337256712102
92.4455722328275,-117.2297112227
40.6774665229023,-112.286707169504
-67.9746296722442,62.1600821098733
26.6195811796933,-32.2950731859737
-80.3562023676932,72.2801069815565
72.67259596847,-125.5617898399
0.882499804720283,5.4879375699419
3.1837890855968,32.0098267371943
64.7826724685729,-72.2357967609815
37.298295320943,-21.5309158662498
-88.806690229103,164.774091045378
84.3489410355687,-149.673498042071
-84.2448999639601,99.2659716109317
77.2607044316828,-33.0468530894311
-44.1952860914171,22.282878886632
16.0663736052811,-6.05803274198838
-39.021673053503,79.1283834275752
-40.6133980024606,55.3799477006101
-21.787504805252,69.1338848050539
-16.3352778181434,-7.18289382554934
-35.9464429784566,78.0302480942606
57.2322343010455,-119.219534303692
-22.1711716149002,-5.81324145424527
-39.9810257833451,71.8935911716299
-14.3698547035456,22.1053423546196
98.4602325130254,-158.102392839482
62.816729163751,-87.9715626140207
-48.019405035302,52.6769655818016
74.5989204384387,-100.010126124909
-12.5972629990429,-6.34313698205882
-17.1230595558882,43.1003146250346
-92.3866698052734,109.346038803769
31.6953847184777,-12.6552257735833
-10.013423813507,9.49768597118132
65.7025326509029,-45.1546881854543
0.0548959244042635,53.9251708695899
-36.7677071597427,-23.6668108339102
44.1023838240653,-78.9179090434708
-94.3983274977654,105.770171321676
15.5480161774904,-17.2755371986714
51.9364065956324,-52.2194288058197
25.7743799127638,-28.2504752852389
-84.8680250346661,85.8963334880905
-38.4048530366272,-16.3434982383446
71.057631354779,-94.4098547826794
79.2133655864745,-104.050899540983
-16.9201153796166,68.142689925553
43.6923934146762,-61.1679071528145
41.5251318365335,-88.8541158992873
48.3314746525139,-113.214343679841
49.8248568736017,-86.5287536182381
95.5225243698806,-79.9390089485563
-62.5845049973577,91.1976796013954
-79.6064732596278,85.1558817488333
22.671770863235,-61.7169547864426
76.7267750576138,-64.774305061438
55.2142064087093,-63.6676734963571
-95.694516832009,109.041426604905
-53.705831291154,34.0498641359419
-33.0441703554243,34.2352517269184
-23.9549154415727,32.4936922540698
-61.5686653647572,95.0205829301669
7.01320627704263,-30.2547968735874
17.509590042755,-5.40347011055894
79.8944497015327,-132.852994433678
-99.8300954699516,117.83370196999
-1.66137451305985,-60.5067611895325
47.2530113533139,-53.7594584179085
-50.5996184889227,59.8713886126849
-31.2999022193253,54.2130750627437
-77.2868297994137,94.9420226007291
-16.993621410802,9.82396302722388
26.6771134920418,-25.8283961721631
-43.1433320511132,83.0873986659128
-38.7832911685109,82.3863171405044
86.0712273977697,-36.123656266875
-44.9211631901562,75.6295926214085
40.6162152998149,-49.5745495125239
54.2810904793441,-67.916955615026
-6.62004984915257,23.9163772352399
98.8980933092535,-144.566978854026
-41.682766051963,48.3772898652093
-22.8263252414763,17.0227646852933
98.099757079035,-146.666565391971
-10.1048943586648,35.0250125088707
-6.01877560839057,17.1074510284177
89.6272931713611,-117.521373528653
34.8161927890033,-50.9195302576238
-61.7780053522438,67.2152333605776
-6.7227999214083,4.71199641752994
-68.0745245423168,71.0576586560269
-43.2700430974364,94.7188413955001
-24.5915932115167,-0.384624783739177
78.1730507034808,-83.2632132488433
-60.2626486681402,87.8872156800695
63.1987043656409,-61.1994218783954
-99.2591189686209,191.221394945245
54.9604336731136,-78.3351878080984
-25.182520179078,25.2546759769206
-7.8425127081573,50.6167007389284
-14.0984066296369,33.473193726491
32.2001879103482,-64.6187658080919
-11.9273866061121,-33.9819095472561
49.6921266429126,-90.017238260965
40.6182895880193,-46.5033111211329
84.1336735058576,-138.356658042524
58.1727965734899,-118.40891715477
10.3897599503398,50.3841989770437
34.7879851236939,-43.8630903935967
-58.6455286480486,95.3936476277952
81.1022370588034,-137.860496925219
-26.3094864785671,3.6534688347834
40.4497099574655,-80.6910856384143
-3.43390330672264,16.8094293831828
-38.4884922299534,53.5436154653081
18.2719346601516,-54.6243591151975
-45.8526967093349,7.55687073370767
49.6358800213784,-45.8136777575928
-72.3335940856487,150.656157855953
